"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0080134"	"regulation of response to stress"	"16/129"	"806/23973"	7.09508460974328e-06	1.3449168215858e-05	5.46000739515767e-07	"Abl1/Asic2/Ace/Acp5/Chrna7/Adipoq/Adam8/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adra2a/Adrb2/Ager/A2m"	16
"GO:0044236"	"multicellular organismal metabolic process"	"6/129"	"86/23973"	7.13945261830595e-06	1.34980276064847e-05	5.47984301843659e-07	"Adam15/Adora2b/Adrb1/Adrb2/Adrb3/Ager"	6
"GO:0007270"	"neuron-neuron synaptic transmission"	"7/129"	"132/23973"	7.48296736806433e-06	1.41107384654927e-05	5.72858745880523e-07	"Chrna7/Chrnb2/Adcyap1/Adora1/Adora2a/Adra1a/Adrb2"	7
"GO:0006952"	"defense response"	"18/129"	"1009/23973"	7.91352987785722e-06	1.48839966096485e-05	6.04250986037639e-07	"Ace/Acp5/Chrna7/Adipoq/Adam15/Adam8/Adcyap1/Cfd/Adora1/Adora2a/Adora2b/Adora3/Adra2a/Adrb2/Ager/Cd40/Cd40lg/A2m"	18
"GO:1902531"	"regulation of intracellular signal transduction"	"21/129"	"1325/23973"	8.00381006561378e-06	1.50148995029344e-05	6.09565298074761e-07	"Abca1/Abl1/Abl2/Chrna7/Adipoq/Adam8/Adam9/Adcyap1/Adora1/Adora3/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1/Cenpj/Cd40"	21
"GO:0065003"	"macromolecular complex assembly"	"19/129"	"1115/23973"	8.28849581602871e-06	1.55088865011259e-05	6.29619866654379e-07	"Abca1/Acadl/Acadm/Acads/Chrna4/Chrna6/Chrnb2/Adipoq/Actn2/Acvrl1/Add1/Add2/Adsl/Avil/Angpt1/Cenpj/Taf10/Atf7ip/Mzb1"	19
"GO:0016049"	"cell growth"	"11/129"	"388/23973"	8.36997192242103e-06	1.56210787035416e-05	6.34174574016477e-07	"Aatk/Abl1/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adnp/Adra1b/Adra1a/Adrb1"	11
"GO:0045765"	"regulation of angiogenesis"	"8/129"	"189/23973"	8.69714712960821e-06	1.61900738874245e-05	6.57274277001431e-07	"Chrna7/Acvrl1/Adamts1/Add1/Adm/Adora2b/Adrb2/Angpt2"	8
"GO:0048585"	"negative regulation of response to stimulus"	"18/129"	"1019/23973"	9.04797318834347e-06	1.68000729788679e-05	6.8203863043106e-07	"Abl1/Abl2/Acp5/Chrna7/Adipoq/Acvr1/Adam17/Adcyap1/Adh7/Adm/Adora1/Adora2a/Adra1b/Adra1a/Adrb2/Angpt2/A2m/Mzb1"	18
"GO:0055074"	"calcium ion homeostasis"	"10/129"	"320/23973"	9.44636751115489e-06	1.74950581966797e-05	7.10253196327436e-07	"Abl1/Abl2/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Ager/Cd40"	10
"GO:0031589"	"cell-substrate adhesion"	"9/129"	"253/23973"	9.60104292362966e-06	1.77362777673159e-05	7.20046074358191e-07	"Abl1/Macf1/Actn2/Acvrl1/Adam15/Adam8/Adam9/Angpt1/Angpt2"	9
"GO:0022414"	"reproductive process"	"18/129"	"1025/23973"	9.79692209611262e-06	1.80521965527354e-05	7.32871543390738e-07	"Pzp/Ace/Acox1/Chrna7/Acvr1/Acvr1b/Acvr2a/Adam3/Adamts1/Adcyap1/Adcyap1r1/Adm/Adra2a/Adra2b/Adra2c/Angpt1/Cebpb/A2m"	18
"GO:0055088"	"lipid homeostasis"	"6/129"	"92/23973"	1.05468681755999e-05	1.93848766974317e-05	7.86974840551092e-07	"Ldlrap1/Abca1/Abcg1/Apoc4/Acox1/Adrb1"	6
"GO:0042127"	"regulation of cell proliferation"	"20/129"	"1243/23973"	1.08600235878918e-05	1.99039647570203e-05	8.08048445986035e-07	"Abl1/Chrna7/Chrnb2/Adipoq/Acvrl1/Adam10/Adam17/Adcyap1/Adk/Adm/Adora1/Adora2a/Adora2b/Adrb2/Ager/Angpt1/Ang/Cd40/Cd40lg/Mzb1"	20
"GO:0001667"	"ameboidal cell migration"	"9/129"	"257/23973"	1.08841239787012e-05	1.99039647570203e-05	8.08048445986035e-07	"Macf1/Acvr1/Acvr1b/Acvrl1/Adam8/Adam9/Ager/Angpt1/Angpt2"	9
"GO:0046034"	"ATP metabolic process"	"10/129"	"326/23973"	1.10997684896e-05	2.02473163905769e-05	8.21987616262367e-07	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adrb2/Atf7ip"	10
"GO:0002237"	"response to molecule of bacterial origin"	"9/129"	"260/23973"	1.19400742877788e-05	2.17255487040786e-05	8.81999947389013e-07	"Abca1/Abl1/Ace/Acp5/Adam17/Adam9/Adh5/Adm/Cebpb"	9
"GO:0051171"	"regulation of nitrogen compound metabolic process"	"38/129"	"3524/23973"	1.29611255793188e-05	2.35244429264636e-05	9.55030305844544e-07	"Abca1/Abca2/Abcg1/Abl1/Acp5/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam8/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Parp1/Adra2a/Adrb1/Adrb2/Adrb3/Aebp1/Aebp2/Ager/Cebpb/Paox/Cenpj/Cd40/Taf10/Atf7ip/Sap30"	38
"GO:0006200"	"ATP catabolic process"	"9/129"	"263/23973"	1.30822947868553e-05	2.3685152157748e-05	9.61554676550592e-07	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adrb2/Atf7ip"	9
"GO:0006897"	"endocytosis"	"11/129"	"408/23973"	1.33839033517447e-05	2.4170929933748e-05	9.81275972371964e-07	"Ldlrap1/Abca1/Abl1/Abl2/Chrna7/Adipoq/Add1/Adm/Adrb2/Ager/Angpt1"	11
"GO:0009628"	"response to abiotic stimulus"	"15/129"	"754/23973"	1.36635996716191e-05	2.45436080547642e-05	9.96405720651585e-07	"Acadm/Asic2/Asic1/Chrna4/Chrna7/Chrnb2/Adam17/Adam2/Adam8/Adora1/Adra1b/Adrb1/Adrb2/Adrb3/Ang"	15
"GO:0032844"	"regulation of homeostatic process"	"10/129"	"334/23973"	1.36889298957082e-05	2.45436080547642e-05	9.96405720651585e-07	"Abl1/Acox1/Acvr1b/Acvr2a/Adam17/Adam8/Adcyap1r1/Adora1/Adora2a/Adra2a"	10
"GO:0030003"	"cellular cation homeostasis"	"11/129"	"409/23973"	1.36916821793106e-05	2.45436080547642e-05	9.96405720651585e-07	"Abcb7/Abl1/Abl2/Aco1/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Cd40"	11
"GO:1903036"	"positive regulation of response to wounding"	"6/129"	"97/23973"	1.42988865268513e-05	2.5568944873138e-05	1.03803168978957e-06	"Ace/Adam8/Adora2b/Adora3/Adra2a/Ager"	6
"GO:0048771"	"tissue remodeling"	"7/129"	"146/23973"	1.44664177720796e-05	2.58049614312771e-05	1.0476133392428e-06	"Acp5/Acvr2b/Acvrl1/Adam8/Adra1b/Adrb2/Angpt2"	7
"GO:0009158"	"ribonucleoside monophosphate catabolic process"	"9/129"	"267/23973"	1.47493543736155e-05	2.61810055629458e-05	1.06287973867259e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adrb2/Atf7ip"	9
"GO:0009169"	"purine ribonucleoside monophosphate catabolic process"	"9/129"	"267/23973"	1.47493543736155e-05	2.61810055629458e-05	1.06287973867259e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adrb2/Atf7ip"	9
"GO:1901342"	"regulation of vasculature development"	"8/129"	"204/23973"	1.51498017661343e-05	2.67727125791386e-05	1.08690148211669e-06	"Chrna7/Acvrl1/Adamts1/Add1/Adm/Adora2b/Adrb2/Angpt2"	8
"GO:0007613"	"memory"	"6/129"	"98/23973"	1.5164785375282e-05	2.67727125791386e-05	1.08690148211669e-06	"Asic1/Chrna7/Chrnb2/Adcy8/Adnp/Adrb1"	6
"GO:0009128"	"purine nucleoside monophosphate catabolic process"	"9/129"	"268/23973"	1.51933300035883e-05	2.67727125791386e-05	1.08690148211669e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adrb2/Atf7ip"	9
"GO:0070482"	"response to oxygen levels"	"8/129"	"205/23973"	1.56946002125152e-05	2.75890550951235e-05	1.1200428340778e-06	"Chrna4/Chrna7/Chrnb2/Adam17/Adam8/Adora1/Adrb2/Ang"	8
"GO:0051173"	"positive regulation of nitrogen compound metabolic process"	"21/129"	"1386/23973"	1.57841957866325e-05	2.76795317417758e-05	1.12371594717953e-06	"Abca1/Acvr1/Acvr1b/Acvrl1/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Parp1/Adrb1/Adrb2/Adrb3/Cebpb/Paox/Cd40/Atf7ip"	21
"GO:0009125"	"nucleoside monophosphate catabolic process"	"9/129"	"270/23973"	1.61155500070031e-05	2.81925043496006e-05	1.14454128141049e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adrb2/Atf7ip"	9
"GO:0072507"	"divalent inorganic cation homeostasis"	"10/129"	"341/23973"	1.63658612837357e-05	2.8561575221135e-05	1.15952458488006e-06	"Abl1/Abl2/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Ager/Cd40"	10
"GO:0023061"	"signal release"	"10/129"	"342/23973"	1.67828217997616e-05	2.92190134931101e-05	1.18621484385542e-06	"Asic1/Adipoq/Acvr2a/Acvr2b/Adcyap1/Adm/Adora1/Adora2a/Adora3/Adra2a"	10
"GO:0010876"	"lipid localization"	"9/129"	"272/23973"	1.7085056054081e-05	2.96740447255091e-05	1.20468791114145e-06	"Ldlrap1/Abca1/Abca4/Abca2/Abcg1/Ace/Apoc4/Adipoq/Plin2"	9
"GO:0070201"	"regulation of establishment of protein localization"	"11/129"	"420/23973"	1.75053444345047e-05	3.03314559891418e-05	1.23137707364937e-06	"Ldlrap1/Abl1/Abl2/Adipoq/Adam9/Adora2a/Parp1/Adrb1/Ang/Cd40/Cd40lg"	11
"GO:0006873"	"cellular ion homeostasis"	"11/129"	"421/23973"	1.78938083927164e-05	3.09307259359812e-05	1.25570585212045e-06	"Abcb7/Abl1/Abl2/Aco1/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Cd40"	11
"GO:0040013"	"negative regulation of locomotion"	"8/129"	"209/23973"	1.80416557452297e-05	3.11122139454555e-05	1.26307378638938e-06	"Adipoq/Acvrl1/Adam15/Adora1/Adora2a/Acan/Ager/Angpt2"	8
"GO:0055082"	"cellular chemical homeostasis"	"12/129"	"505/23973"	1.88451004705031e-05	3.24207178710551e-05	1.3161955928513e-06	"Abcb7/Abl1/Abl2/Aco1/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Adra2a/Cd40"	12
"GO:0008203"	"cholesterol metabolic process"	"6/129"	"104/23973"	2.12930324191736e-05	3.6545488265532e-05	1.48365038630549e-06	"Ldlrap1/Abca1/Abca2/Abcg1/Acadl/Acadvl"	6
"GO:0071902"	"positive regulation of protein serine/threonine kinase activity"	"8/129"	"218/23973"	2.44187632067484e-05	4.1811372849291e-05	1.69743140463991e-06	"Chrna7/Adipoq/Adam17/Adam8/Adra2a/Adra2b/Adra2c/Cd40"	8
"GO:0031328"	"positive regulation of cellular biosynthetic process"	"21/129"	"1430/23973"	2.50970073728848e-05	4.28715937710927e-05	1.7404735763239e-06	"Abca1/Acvr1/Acvr1b/Acvrl1/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Parp1/Adrb1/Adrb2/Adrb3/Cebpb/Paox/Cd40/Atf7ip"	21
"GO:0046128"	"purine ribonucleoside metabolic process"	"16/129"	"895/23973"	2.57300063026005e-05	4.38497290509107e-05	1.78018328755328e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb1/Adrb2/Adsl/Adssl1/Adss/Cd40/Atf7ip"	16
"GO:0014706"	"striated muscle tissue development"	"10/129"	"360/23973"	2.60152629403229e-05	4.42320395659822e-05	1.79570408561331e-06	"Acadm/Chrna1/Chrnd/Acta1/Actc1/Acvr1/Adrb1/Adrb2/Angpt1/Sap30"	10
"GO:0044706"	"multi-multicellular organism process"	"7/129"	"160/23973"	2.61437826687095e-05	4.43466967698204e-05	1.80035886552845e-06	"Pzp/Acvr1b/Acvr2a/Adra2a/Adra2b/Adra2c/A2m"	7
"GO:0042278"	"purine nucleoside metabolic process"	"16/129"	"899/23973"	2.71534844130885e-05	4.59520505452268e-05	1.86553199255669e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb1/Adrb2/Adsl/Adssl1/Adss/Cd40/Atf7ip"	16
"GO:0008283"	"cell proliferation"	"22/129"	"1558/23973"	2.85464542930372e-05	4.8197036783128e-05	1.95667250968187e-06	"Abl1/Chrna7/Chrnb2/Adipoq/Acvr2a/Acvrl1/Adam10/Adam17/Adcyap1/Adk/Adm/Adora1/Adora2a/Adora2b/Adrb2/Ager/Angpt1/Ang/Cebpb/Cd40/Cd40lg/Mzb1"	22
"GO:0007178"	"transmembrane receptor protein serine/threonine kinase signaling pathway"	"9/129"	"291/23973"	2.90554266354139e-05	4.89425515946879e-05	1.98693844374549e-06	"Abl1/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam9/Parp1"	9
"GO:0060548"	"negative regulation of cell death"	"14/129"	"709/23973"	2.92387511793434e-05	4.89734670141339e-05	1.98819352819451e-06	"Abl1/Abl2/Asic2/Actc1/Adam17/Adam8/Adcyap1/Adcyap1r1/Adnp/Adora1/Adora2a/Angpt1/Cebpb/Cd40lg"	14
"GO:0043065"	"positive regulation of apoptotic process"	"10/129"	"365/23973"	2.92470159026698e-05	4.89734670141339e-05	1.98819352819451e-06	"Abl1/Ace/Adipoq/Adam8/Adm/Adrb1/Adrb2/Ager/Cd40/Cd40lg"	10
"GO:0016125"	"sterol metabolic process"	"6/129"	"110/23973"	2.92761497026641e-05	4.89734670141339e-05	1.98819352819451e-06	"Ldlrap1/Abca1/Abca2/Abcg1/Acadl/Acadvl"	6
"GO:0007565"	"female pregnancy"	"6/129"	"111/23973"	3.08137854785449e-05	5.14271454193646e-05	2.08780639661042e-06	"Pzp/Acvr1b/Adra2a/Adra2b/Adra2c/A2m"	6
"GO:0009119"	"ribonucleoside metabolic process"	"16/129"	"910/23973"	3.14352080247704e-05	5.23439473073011e-05	2.12502613397772e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb1/Adrb2/Adsl/Adssl1/Adss/Cd40/Atf7ip"	16
"GO:0001819"	"positive regulation of cytokine production"	"8/129"	"226/23973"	3.1580063819397e-05	5.24648199837122e-05	2.12993324567775e-06	"Adipoq/Adam17/Adam8/Adcyap1/Adora2b/Adra2a/Cd40/Cd40lg"	8
"GO:0010243"	"response to organonitrogen compound"	"12/129"	"533/23973"	3.19404136010861e-05	5.29423293935811e-05	2.149318867653e-06	"Aanat/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Adcy6/Adora2a/Parp1/Adra1b/Cebpb/Mzb1"	12
"GO:0050714"	"positive regulation of protein secretion"	"6/129"	"112/23973"	3.24156514203214e-05	5.3607660435429e-05	2.17632955225752e-06	"Abl1/Abl2/Adam9/Adora2a/Adrb1/Ang"	6
"GO:0042113"	"B cell activation"	"8/129"	"227/23973"	3.2587550235034e-05	5.37694578878062e-05	2.18289810186831e-06	"Abl1/Chrna4/Chrna7/Chrnb2/Adam17/Cd40/Cd40lg/Mzb1"	8
"GO:0043068"	"positive regulation of programmed cell death"	"10/129"	"371/23973"	3.35741678541879e-05	5.52717593245814e-05	2.24388757588557e-06	"Abl1/Ace/Adipoq/Adam8/Adm/Adrb1/Adrb2/Ager/Cd40/Cd40lg"	10
"GO:0002684"	"positive regulation of immune system process"	"12/129"	"537/23973"	3.43430113015483e-05	5.62822261962169e-05	2.28490986442522e-06	"Abl1/Chrnb2/Adam10/Adam17/Adam8/Adk/Cfd/Adora2b/Adora3/Cd40/Cd40lg/A2m"	12
"GO:0046649"	"lymphocyte activation"	"12/129"	"537/23973"	3.43430113015483e-05	5.62822261962169e-05	2.28490986442522e-06	"Abl1/Abl2/Chrna4/Chrna7/Chrnb2/Adam17/Adam8/Adk/Adora2a/Cd40/Cd40lg/Mzb1"	12
"GO:0016337"	"single organismal cell-cell adhesion"	"9/129"	"299/23973"	3.58975363402094e-05	5.86973229346668e-05	2.38295641898024e-06	"Abl1/Abl2/Adipoq/Actb/Actg1/Adam8/Adrb2/Acan/Itga7"	9
"GO:0009116"	"nucleoside metabolic process"	"16/129"	"921/23973"	3.63054202536857e-05	5.92308654026424e-05	2.40461683525299e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb1/Adrb2/Adsl/Adssl1/Adss/Cd40/Atf7ip"	16
"GO:0045935"	"positive regulation of nucleobase-containing compound metabolic process"	"20/129"	"1353/23973"	3.65720144346341e-05	5.95320234967362e-05	2.41684305916865e-06	"Abca1/Acvr1/Acvr1b/Acvrl1/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora2a/Adora2b/Parp1/Adrb1/Adrb2/Adrb3/Cebpb/Cd40/Atf7ip"	20
"GO:0030336"	"negative regulation of cell migration"	"7/129"	"169/23973"	3.71118573215943e-05	6.02756340390995e-05	2.44703168492792e-06	"Adipoq/Acvrl1/Adam15/Adora1/Acan/Ager/Angpt2"	7
"GO:0033036"	"macromolecule localization"	"25/129"	"1948/23973"	3.72668966960187e-05	6.03923370564945e-05	2.45176951947491e-06	"Ldlrap1/Abca1/Abca4/Abca2/Abcg1/Abl1/Abl2/Asic2/Ace/Apoc4/Macf1/Adipoq/Actn2/Adam9/Adcy6/Adcyap1/Plin2/Adora1/Adora2a/Parp1/Adrb1/Angpt1/Ang/Cd40/Cd40lg"	25
"GO:0051223"	"regulation of protein transport"	"10/129"	"376/23973"	3.75881799052947e-05	6.07773243012115e-05	2.46739898569512e-06	"Abl1/Abl2/Adipoq/Adam9/Adora2a/Parp1/Adrb1/Ang/Cd40/Cd40lg"	10
"GO:0043066"	"negative regulation of apoptotic process"	"13/129"	"632/23973"	3.77002882100238e-05	6.08231316455051e-05	2.46925864299571e-06	"Abl1/Abl2/Asic2/Actc1/Adam17/Adam8/Adcyap1/Adnp/Adora1/Adora2a/Angpt1/Cebpb/Cd40lg"	13
"GO:0060249"	"anatomical structure homeostasis"	"8/129"	"232/23973"	3.80377464797703e-05	6.12314943332888e-05	2.48583709052064e-06	"Abca4/Acp5/Chrna1/Adam8/Add1/Parp1/Adrb2/Napsa"	8
"GO:0060284"	"regulation of cell development"	"14/129"	"730/23973"	4.01514703576279e-05	6.44078145579669e-05	2.61478730987831e-06	"Aatk/Abl2/Ace/Chrnb2/Adipoq/Aspa/Adcy6/Adcyap1/Adnp/Adra2b/Adra2c/Adrb1/Avil/Ager"	14
"GO:0060537"	"muscle tissue development"	"10/129"	"379/23973"	4.0188347100219e-05	6.44078145579669e-05	2.61478730987831e-06	"Acadm/Chrna1/Chrnd/Acta1/Actc1/Acvr1/Adrb1/Adrb2/Angpt1/Sap30"	10
"GO:0016042"	"lipid catabolic process"	"8/129"	"234/23973"	4.042130441397e-05	6.46384735782869e-05	2.62415145743372e-06	"Acadl/Acadm/Acadvl/Acads/Acox1/Adipoq/Adora1/Adra2a"	8
"GO:0030335"	"positive regulation of cell migration"	"9/129"	"304/23973"	4.08313690688624e-05	6.51507119648222e-05	2.64494698421781e-06	"Acvr1b/Adam10/Adam17/Adam8/Adam9/Adora3/Adra2a/Ager/Angpt1"	9
"GO:1901657"	"glycosyl compound metabolic process"	"16/129"	"934/23973"	4.29139860244621e-05	6.82464758775443e-05	2.77062682988436e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb1/Adrb2/Adsl/Adssl1/Adss/Cd40/Atf7ip"	16
"GO:0006874"	"cellular calcium ion homeostasis"	"9/129"	"306/23973"	4.2959558506939e-05	6.82464758775443e-05	2.77062682988436e-06	"Abl1/Abl2/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Cd40"	9
"GO:2000146"	"negative regulation of cell motility"	"7/129"	"173/23973"	4.30728936361123e-05	6.82771196065885e-05	2.77187088442e-06	"Adipoq/Acvrl1/Adam15/Adora1/Acan/Ager/Angpt2"	7
"GO:0050865"	"regulation of cell activation"	"10/129"	"384/23973"	4.48640130406122e-05	7.0961380103452e-05	2.88084477728963e-06	"Chrnb2/Adam8/Adk/Adora2a/Adora2b/Adora3/Adrb2/Cd40/Cd40lg/Mzb1"	10
"GO:0055114"	"oxidation-reduction process"	"16/129"	"939/23973"	4.5726175633404e-05	7.21667947586106e-05	2.92978143140655e-06	"Acadl/Acadm/Acadvl/Acads/Aco1/Aco2/Acox1/Adipoq/Adh1/Adh7/Adh5/Adra1b/Adrb1/Adsl/Paox/Adh4"	16
"GO:0032989"	"cellular component morphogenesis"	"17/129"	"1044/23973"	4.58249206387321e-05	7.21667947586106e-05	2.92978143140655e-06	"Aatk/Abi1/Abl1/Abl2/Chrnb2/Acta1/Actb/Actc1/Actg1/Adam15/Adam8/Add1/Adnp/Adora2a/Avil/Ager/Itga7"	17
"GO:0010631"	"epithelial cell migration"	"7/129"	"175/23973"	4.63354896189831e-05	7.26556489489886e-05	2.94962762153354e-06	"Macf1/Acvrl1/Adam8/Adam9/Ager/Angpt1/Angpt2"	7
"GO:0090132"	"epithelium migration"	"7/129"	"175/23973"	4.63354896189831e-05	7.26556489489886e-05	2.94962762153354e-06	"Macf1/Acvrl1/Adam8/Adam9/Ager/Angpt1/Angpt2"	7
"GO:0050877"	"neurological system process"	"25/129"	"1976/23973"	4.71115520975156e-05	7.36432659723523e-05	2.98972226653018e-06	"Abca4/Abl1/Abl2/Asic2/Asic1/Ace/Chrna1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adam2/Adam22/Adcy8/Adcyap1/Adnp/Adora1/Adora2a/Adra1b/Adra1a/Adra1d/Adra2a/Adra2c/Adrb1/Adrb2"	25
"GO:0043069"	"negative regulation of programmed cell death"	"13/129"	"646/23973"	4.71682075442753e-05	7.36432659723523e-05	2.98972226653018e-06	"Abl1/Abl2/Asic2/Actc1/Adam17/Adam8/Adcyap1/Adnp/Adora1/Adora2a/Angpt1/Cebpb/Cd40lg"	13
"GO:0043436"	"oxoacid metabolic process"	"15/129"	"841/23973"	4.80925248386525e-05	7.49252640190165e-05	3.0417680042518e-06	"Asl/Acadl/Acadm/Acadvl/Acads/Aco1/Aco2/Acox1/Adipoq/Aspa/Adh1/Adh7/Adssl1/Adss/Angpt1"	15
"GO:2000147"	"positive regulation of cell motility"	"9/129"	"311/23973"	4.8694502741699e-05	7.57006616498361e-05	3.07324710192172e-06	"Acvr1b/Adam10/Adam17/Adam8/Adam9/Adora3/Adra2a/Ager/Angpt1"	9
"GO:0051271"	"negative regulation of cellular component movement"	"7/129"	"177/23973"	4.97980784834359e-05	7.7250865339689e-05	3.13618128100811e-06	"Adipoq/Acvrl1/Adam15/Adora1/Acan/Ager/Angpt2"	7
"GO:0009144"	"purine nucleoside triphosphate metabolic process"	"15/129"	"845/23973"	5.0742659934855e-05	7.85483392594984e-05	3.18885529834124e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb1/Adrb2/Adssl1/Adss/Cd40/Atf7ip"	15
"GO:0048511"	"rhythmic process"	"8/129"	"243/23973"	5.27495772409274e-05	8.1481261865773e-05	3.3079242166763e-06	"Aanat/Chrna7/Chrnb2/Adamts1/Adcyap1/Adora1/Adora2a/Angpt1"	8
"GO:0050795"	"regulation of behavior"	"7/129"	"180/23973"	5.53873919820513e-05	8.51933190232399e-05	3.45862394178732e-06	"Chrnb2/Adam10/Adam17/Adora1/Adora2a/Ager/Angpt2"	7
"GO:0090130"	"tissue migration"	"7/129"	"180/23973"	5.53873919820513e-05	8.51933190232399e-05	3.45862394178732e-06	"Macf1/Acvrl1/Adam8/Adam9/Ager/Angpt1/Angpt2"	7
"GO:0006082"	"organic acid metabolic process"	"15/129"	"855/23973"	5.79381490062446e-05	8.89283217305149e-05	3.61025519567119e-06	"Asl/Acadl/Acadm/Acadvl/Acads/Aco1/Aco2/Acox1/Adipoq/Aspa/Adh1/Adh7/Adssl1/Adss/Angpt1"	15
"GO:0051272"	"positive regulation of cellular component movement"	"9/129"	"320/23973"	6.06523133622572e-05	9.28978470485205e-05	3.77140744868577e-06	"Acvr1b/Adam10/Adam17/Adam8/Adam9/Adora3/Adra2a/Ager/Angpt1"	9
"GO:0009141"	"nucleoside triphosphate metabolic process"	"15/129"	"859/23973"	6.10584444597247e-05	9.33230119531792e-05	3.78866802187765e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adk/Adrb1/Adrb2/Adssl1/Adss/Cd40/Atf7ip"	15
"GO:0008202"	"steroid metabolic process"	"8/129"	"249/23973"	6.25955528669432e-05	9.54713684483209e-05	3.87588562643611e-06	"Ldlrap1/Abca1/Abca2/Abcg1/Acadl/Acadvl/Adm/Adora2b"	8
"GO:0072503"	"cellular divalent inorganic cation homeostasis"	"9/129"	"322/23973"	6.36214298955168e-05	9.6832616570535e-05	3.9311487080977e-06	"Abl1/Abl2/Chrna7/Adcyap1/Adcyap1r1/Adm/Adra1b/Adra1a/Cd40"	9
"GO:1901565"	"organonitrogen compound catabolic process"	"16/129"	"971/23973"	6.79079325342224e-05	0.000103140500041518	4.18723213159707e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Ace/Macf1/Actc1/Adcyap1/Adrb1/Adrb2/Adssl1/Adss/Paox/Cd40/Atf7ip"	16
"GO:0009207"	"purine ribonucleoside triphosphate catabolic process"	"14/129"	"768/23973"	6.91994700155795e-05	0.000104882704031964	4.25796101623168e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adrb1/Adrb2/Adssl1/Adss/Cd40/Atf7ip"	14
"GO:0009203"	"ribonucleoside triphosphate catabolic process"	"14/129"	"769/23973"	7.01636598431493e-05	0.000106122535512763	4.30829490264952e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adrb1/Adrb2/Adssl1/Adss/Cd40/Atf7ip"	14
"GO:0010942"	"positive regulation of cell death"	"10/129"	"406/23973"	7.13698439225748e-05	0.000107722467126381	4.3732479042173e-06	"Abl1/Ace/Adipoq/Adam8/Adm/Adrb1/Adrb2/Ager/Cd40/Cd40lg"	10
"GO:0040017"	"positive regulation of locomotion"	"9/129"	"327/23973"	7.15849873593149e-05	0.000107823030752827	4.37733052208084e-06	"Acvr1b/Adam10/Adam17/Adam8/Adam9/Adora3/Adra2a/Ager/Angpt1"	9
"GO:0009146"	"purine nucleoside triphosphate catabolic process"	"14/129"	"771/23973"	7.21273174114193e-05	0.000108414973997289	4.4013618557693e-06	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcyap1/Adrb1/Adrb2/Adssl1/Adss/Cd40/Atf7ip"	14
